Artist,Song
"The Game,Ice Cube,will.i.am,Dr. Dre","Don't Trip - feat. Ice Cube, Dr. Dre & Will.I.Am"
"The Notorious B.I.G.,Mase,Diddy",Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster
Timbaland,Carry Out (Featuring Justin Timberlake)
Timbaland,Morning After Dark (Featuring Nelly Furtado & SoShy)
"Timbaland,Justin Timberlake,Nelly Furtado",Give It To Me
"Timbaland,Keri Hilson,D.O.E.",The Way I Are
"Timbaland,Keri Hilson,Nicole Scherzinger",Scream - Radio Edit
"Timbaland,OneRepublic",Apologize
"Tinie Tempah,Zara Larsson",Girls Like (feat. Zara Larsson)
"Tyga,Offset",Taste (feat. Offset)
"USHER,Lil Jon,Ludacris",Yeah!
Will Smith,Men In Black - From Men In Black Soundtrack
Will Smith,Miami
"Will Smith,Dru Hill,Kool Moe Dee",Wild Wild West - Album Version - No Intro
Wiz Khalifa,Taylor
"Wiz Khalifa,Charlie Puth",See You Again (feat. Charlie Puth)
"Wiz Khalifa,Empire of the Sun",The Thrill
"YG,Jeezy,Rich Homie Quan",My Nigga
