Artist,Song
Gang Starr,Moment Of Truth
Gang Starr,Skills
Gang Starr,What I'm Here 4
Gang Starr,Who's Gonna Take The Weight?
Gang Starr,Work
Gang Starr,You Know My Steez
"Gang Starr,Inspectah Deck",Above The Clouds
"Gang Starr,K-Ci,Jo Jo Hailey",Royalty
"Gang Starr,M.O.P.",B.I. Vs. Friendship
"Gang Starr,Total",Discipline
Geto Boys,Mind Playing Tricks on Me
Hieroglyphics,You Never Knew
Ice Cube,Check Yo Self
Ice Cube,It Was A Good Day
Ice Cube,My Summer Vacation
Ice Cube,No Vaseline
Ice Cube,You Know How We Do It
J Dilla,Crushin' (Yeeeeaah!)
JAY-Z,Dead Presidents II
JAY-Z,Run This Town [Jay-Z + Rihanna + Kanye West]
"JAY-Z,Kanye West",Ni**as In Paris
"JAY-Z,Kanye West,Frank Ocean,The-Dream",No Church In The Wild
"JAY-Z,Kanye West,Otis Redding",Otis
"Jennifer Lopez,Ja Rule",I'm Real (feat. Ja Rule) - Murder Remix
Jurassic 5,What's Golden
"Justice,Logic",D.A.N.C.E. - Logic Reprise
"Justin Timberlake,T.I.",My Love (feat. T.I.)
Kanye West,All Of The Lights
Kanye West,All Of The Lights (Interlude)
Kanye West,Believe What I Say
Kanye West,Black Skinhead
Kanye West,Blood On The Leaves
Kanye West,Champion
Kanye West,Dark Fantasy
Kanye West,Heaven and Hell
Kanye West,New Slaves
Kanye West,No More Parties In LA
Kanye West,POWER
Kanye West,Stronger
Kanye West,The Glory
Kanye West,Through The Wire
"Kanye West,Chris Martin",Homecoming
"Kanye West,JAY-Z",Diamonds From Sierra Leone - Remix - Album Version (Explicit)
"Kanye West,JAY-Z,Big Sean",Clique
"Kanye West,Jamie Foxx",Gold Digger
"Kanye West,John Legend",Blame Game
"Kanye West,Kid Cudi,Raekwon",Gorgeous
"Kanye West,Ludacris",Breathe In Breathe Out
"Kanye West,Lupe Fiasco",Touch The Sky
"Kanye West,T-Pain",Good Life
"Kato,Snoop Dogg,Ida Corr,Kurupt","Let The Horns Play (feat. Snoop Dogg, Ida Corr & Kurupt)"
Kendrick Lamar,Swimming Pools (Drank)
"Kendrick Lamar,Dr. Dre",The Recipe
Kid Cudi,Day 'N' Nite (Nightmare)
"Kid Cudi,Crookers",Day 'N' Nite - Crookers Remix
"Kid Cudi,MGMT,Ratatat",Pursuit Of Happiness (Nightmare)
Kris Kross,Jump
LL COOL J,Mama Said Knock You Out
LL COOL J,Phenomenon
"LL COOL J,Boyz II Men",Hey Lover
Lil Uzi Vert,XO Tour Llif3
"Lil Uzi Vert,Oh Wonder",The Way Life Goes (feat. Oh Wonder)
"Lil' Kim,JAY-Z",Big Momma Thang (feat. Jay-Z)
"Limp Bizkit,Method Man",N 2 Gether Now
Logic,Bounce
Logic,Buried Alive
Logic,City Of Stars
Logic,Fade Away
Logic,Gang Related
Logic,Growing Pains III
Logic,I Am The Greatest
Logic,I'm Gone
Logic,Intro - Logic/Under Pressure
Logic,Like Woah
Logic,Lord Willin'
Logic,Metropolis
Logic,Never Been
Logic,Never Enough
Logic,Nikki
Logic,Now
Logic,Run It
Logic,Soul Food
Logic,The Incredible True Story
Logic,Till The End
Logic,Under Pressure
Logic,Upgrade
"Logic,Big Lenbo",Young Jesus
"Logic,Big Sean",Alright
"Logic,Childish Gambino",Driving Ms Daisy
"Logic,Dria",Stainless
"Logic,Jesse Boykins III",Paradise
"Logic,Lucy Rose",Innermission
"Logic,Wale,John Lindahl",100 Miles and Running (ft. Wale & John Lindahl)
Lupe Fiasco,"Kick, Push"
"Lupe Fiasco,Jill Scott",Daydreamin' (feat. Jill Scott)
MC Hammer,U Can't Touch This
MF DOOM,Vomitspit
Mac Miller,BDE Bonus
Madvillain,All Caps
Madvillain,Figaro
Madvillain,Figaro - Madlib's Stones Throw 101 Remix
Madvillain,Raid
Madvillain,Strange Ways
"Madvillain,Four Tet",Money Folder (Four Tet Remix)
"Major Lazer,Travis Scott,Camila Cabello,Quavo","Know No Better (feat. Travis Scott, Camila Cabello & Quavo)"
Mase,All I Ever Wanted
Mase,Feel so Good
"Metro Boomin,A$AP Rocky,Roisee","Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)"
"Metro Boomin,The Weeknd,21 Savage",Creepin' (with The Weeknd & 21 Savage)
Missy Elliott,Get Ur Freak On
Missy Elliott,Work It
Mobb Deep,"Shook Ones, Pt. II"
Mobb Deep,Survival of the Fittest
Mos Def,Hip Hop
Mos Def,Mathematics
"Mos Def,Pharoahe Monch,Nate Dogg",Oh No - (best of decade I version)
Ms. Lauryn Hill,Doo Wop (That Thing)
"Mura Masa,A$AP Rocky",Love$ick (feat. A$AP Rocky)
"N.E.R.D,Jason Nevins",Rock Star
N.W.A.,Express Yourself
NF,Let You Down
Nas,Get Down
Nas,Halftime
Nas,I Can
Nas,It Ain't Hard to Tell
Nas,Memory Lane (Sittin' in da Park)
Nas,N.Y. State of Mind
Nas,One Time 4 Your Mind
Nas,Represent
Nas,Street Dreams
Nas,The Genesis
Nas,The Message
Nas,The World Is Yours
"Nas,AZ,Olu Dara",Life's a Bitch (feat. AZ & Olu Dara)
"Nas,Q-Tip",One Love (feat. Q-Tip)
Nice & Smooth,Sometimes I Rhyme Slow
"Ol' Dirty Bastard,Kelis",Got Your Money (feat. Kelis)
Outkast,Aquemini
Outkast,Hey Ya!
Outkast,Ms. Jackson
Outkast,Roses
"Playboi Carti,Lil Uzi Vert",Shoota (feat. Lil Uzi Vert)
"Pras,Ol' Dirty Bastard,Mýa",Ghetto Supastar (That is What You Are) (feat. Ol' Dirty Bastard & Mýa)
Public Enemy,Harder Than You Think
Public Enemy,Rebel Without A Pause
"Public Enemy,Benny Benassi",Bring The Noise Remix - Benny Benassi Pump - Kin Edit
"Public Enemy,Stephen Stills",He Got Game
"Public Enemy,Terminator X",Buck Wylin
Queen Latifah,U.N.I.T.Y.
"Rihanna,Drake",Work
"Rihanna,Kanye West,Paul McCartney",FourFiveSeconds
Rob Base & DJ EZ Rock,It Takes Two
Run–D.M.C.,It's Tricky
"Run–D.M.C.,Jason Nevins",It's Like That
Salt-N-Pepa,Let's Talk About Sex
Salt-N-Pepa,Push It
Salt-N-Pepa,Shoop
"Salt-N-Pepa,En Vogue",Whatta Man
"Skrillex,Kendrick Lamar",HUMBLE. - SKRILLEX REMIX
"Snakehips,Anderson .Paak",Money On Me (feat. Anderson .Paak)
"Snakehips,Tinashe,Chance the Rapper",All My Friends (feat. Tinashe & Chance the Rapper)
"Snoop Dogg,Charlie Wilson,Justin Timberlake",Signs
"Snoop Dogg,Daz Dillinger",Gin And Juice (feat. Dat Nigga Daz)
"Snoop Dogg,Nancy Fletcher",Gz And Hustlas (feat. Nancy Fletcher)
"Snoop Dogg,Wiz Khalifa,Bruno Mars","Young, Wild & Free (feat. Bruno Mars)"
Souls Of Mischief,93 'Til Infinity
Souls Of Mischief,93 'Til Infinity - Instrumental
Souls Of Mischief,Let 'Em Know
Souls Of Mischief,Step To My Girl
"Souls Of Mischief,Pep Love",That's When Ya Lost (feat. Pep Love)
"Taio Cruz,Ludacris",Break Your Heart
"Tha Dogg Pound,Dr. Dre",What Would U Do?
The Alchemist,Tick Tock
The Game,The Documentary 2
"The Game,50 Cent",Hate It Or Love It
"The Game,50 Cent",How We Do
"The Game,Diddy",Standing On Ferraris - feat. Diddy
"The Game,Fergie,will.i.am,Snoop Dogg","LA - feat. Snoop Dogg, Will.I.Am & Fergie"
"The Game,Ice Cube,will.i.am,Dr. Dre","Don't Trip - feat. Ice Cube, Dr. Dre & Will.I.Am"
The Notorious B.I.G.,Hypnotize
The Notorious B.I.G.,Juicy - 2005 Remaster
"The Notorious B.I.G.,Mase & Puff Daddy",Mo Money Mo Problems (feat. Mase & Puff Daddy)
"The Notorious B.I.G.,Mase,Diddy",Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster
The Pharcyde,Passin' Me By
The Pharcyde,Runnin'
"The Roots,Cody Chesnutt",The Seed (2.0)
Travis Scott,goosebumps
"Tyga,Offset",Taste (feat. Offset)
"USHER,Lil Jon,Ludacris",Yeah!
"Viktor Vaughn,MF DOOM",Saliva
Vince Staples,Big Fish
Will Smith,Men In Black - From Men In Black Soundtrack
Will Smith,Miami
"Will Smith,Dru Hill,Kool Moe Dee",Wild Wild West - Album Version - No Intro
Wiz Khalifa,Taylor
"Wiz Khalifa,Charlie Puth",See You Again (feat. Charlie Puth)
"Wiz Khalifa,Empire of the Sun",The Thrill
Wu-Tang Clan,Rules
"Wu-Tang Clan,Del The Funky Homosapien,Aesop Rock",Preservation
"Wu-Tang Clan,Inspectah Deck,Raekwon,Method Man,Masta Killa,RZA,Ghostface Killah,U-God,Cappadonna,GZA","Protect Ya Neck (The Jump Off) (feat. Inspectah Deck, Raekwon, Method Man, Masta Killa, RZA, Ghostface Killah, U-God, Cappadonna & GZA)"
"Wu-Tang Clan,RZA,Method Man,Ghostface Killah,Raekwon,U-God","Gravel Pit (feat. RZA, Method Man, Ghostface Killah, Raekwon & U-God)"
"YG,Jeezy,Rich Homie Quan",My Nigga
