Artist,Song
"Kanye West,Kid Cudi,Raekwon",Gorgeous
"Kanye West,Ludacris",Breathe In Breathe Out
"Kanye West,Lupe Fiasco",Touch The Sky
"Kanye West,T-Pain",Good Life
"Kato,Snoop Dogg,Ida Corr,Kurupt","Let The Horns Play (feat. Snoop Dogg, Ida Corr & Kurupt)"
Kehlani,Keep On
Kendrick Lamar,Swimming Pools (Drank)
"Kendrick Lamar,Dr. Dre",The Recipe
Kid Cudi,Day 'N' Nite (Nightmare)
"Kid Cudi,Crookers",Day 'N' Nite - Crookers Remix
"Kid Cudi,MGMT,Ratatat",Pursuit Of Happiness (Nightmare)
"Kid Ink,Chris Brown",Show Me
LL COOL J,Mama Said Knock You Out
LL COOL J,Phenomenon
"LL COOL J,Boyz II Men",Hey Lover
Lil Uzi Vert,XO Tour Llif3
"Lil Uzi Vert,Oh Wonder",The Way Life Goes (feat. Oh Wonder)
"Lil' Kim,JAY-Z",Big Momma Thang (feat. Jay-Z)
"Lizzo,SZA",Special (feat. SZA)
Logic,Bounce
Logic,Buried Alive
Logic,City Of Stars
Logic,Fade Away
Logic,Gang Related
Logic,Growing Pains III
Logic,I Am The Greatest
Logic,I'm Gone
Logic,Intro - Logic/Under Pressure
Logic,Like Woah
Logic,Lord Willin'
Logic,Metropolis
Logic,Never Been
Logic,Never Enough
Logic,Nikki
Logic,Now
Logic,Run It
Logic,Soul Food
Logic,The Incredible True Story
Logic,Till The End
Logic,Under Pressure
Logic,Upgrade
"Logic,Big Lenbo",Young Jesus
"Logic,Big Sean",Alright
"Logic,Childish Gambino",Driving Ms Daisy
"Logic,Dria",Stainless
"Logic,Jesse Boykins III",Paradise
"Logic,Lucy Rose",Innermission
"Logic,Wale,John Lindahl",100 Miles and Running (ft. Wale & John Lindahl)
Lupe Fiasco,"Kick, Push"
"Lupe Fiasco,Jill Scott",Daydreamin' (feat. Jill Scott)
Mac Miller,BDE Bonus
"Major Lazer,PARTYNEXTDOOR,Nicki Minaj",Run Up (feat. PARTYNEXTDOOR & Nicki Minaj)
"Major Lazer,Travis Scott,Camila Cabello,Quavo","Know No Better (feat. Travis Scott, Camila Cabello & Quavo)"
"Martin Garrix,USHER",Don't Look Down (feat. Usher)
"Metro Boomin,A$AP Rocky,Roisee","Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)"
"Metro Boomin,The Weeknd,21 Savage",Creepin' (with The Weeknd & 21 Savage)
Missy Elliott,Get Ur Freak On
Missy Elliott,Work It
"Mura Masa,A$AP Rocky",Love$ick (feat. A$AP Rocky)
"Mura Masa,Desiigner",All Around The World (feat. Desiigner)
N.W.A.,Express Yourself
Nas,Get Down
Nas,Halftime
Nas,I Can
Nas,It Ain't Hard to Tell
Nas,Memory Lane (Sittin' in da Park)
Nas,N.Y. State of Mind
Nas,One Time 4 Your Mind
Nas,Represent
Nas,Street Dreams
Nas,The Genesis
Nas,The Message
Nas,The World Is Yours
"Nas,AZ,Olu Dara",Life's a Bitch (feat. AZ & Olu Dara)
"Nas,Q-Tip",One Love (feat. Q-Tip)
"Nico & Vinz,Kid Ink,Bebe Rexha",That's How You Know (feat. Kid Ink & Bebe Rexha)
Outkast,Aquemini
Outkast,Hey Ya!
Outkast,Ms. Jackson
Outkast,Roses
"Playboi Carti,Lil Uzi Vert",Shoota (feat. Lil Uzi Vert)
Post Malone,Better Now
Post Malone,Candy Paint
Post Malone,I Fall Apart
"Post Malone,Nicki Minaj",Ball For Me (feat. Nicki Minaj)
Rich The Kid,Plug Walk
"Rihanna,Drake",Work
"Rihanna,Kanye West,Paul McCartney",FourFiveSeconds
Run–D.M.C.,It's Tricky
"Run–D.M.C.,Jason Nevins",It's Like That
SZA,Go Gina
"Skrillex,Kendrick Lamar",HUMBLE. - SKRILLEX REMIX
"Skrillex,Swae Lee,Siiickbrain",Too Bizarre (with Swae Lee & Siiickbrain)
"Snakehips,Tinashe,Chance the Rapper",All My Friends (feat. Tinashe & Chance the Rapper)
"Snakehips,Tory Lanez",Dímelo
"Snoop Dogg,Charlie Wilson,Justin Timberlake",Signs
"Snoop Dogg,Daz Dillinger",Gin And Juice (feat. Dat Nigga Daz)
"Snoop Dogg,Nancy Fletcher",Gz And Hustlas (feat. Nancy Fletcher)
"Snoop Dogg,Wiz Khalifa,Bruno Mars","Young, Wild & Free (feat. Bruno Mars)"
"Taio Cruz,Ludacris",Break Your Heart
"Tha Dogg Pound,Dr. Dre",What Would U Do?
The Game,The Documentary 2
"The Game,50 Cent",Hate It Or Love It
"The Game,50 Cent",How We Do
"The Game,Diddy",Standing On Ferraris - feat. Diddy
"The Game,Fergie,will.i.am,Snoop Dogg","LA - feat. Snoop Dogg, Will.I.Am & Fergie"
"The Game,Ice Cube,will.i.am,Dr. Dre","Don't Trip - feat. Ice Cube, Dr. Dre & Will.I.Am"
The Notorious B.I.G.,Hypnotize
The Notorious B.I.G.,Juicy - 2005 Remaster
"The Notorious B.I.G.,Mase & Puff Daddy",Mo Money Mo Problems (feat. Mase & Puff Daddy)
"The Notorious B.I.G.,Mase,Diddy",Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster
"The Weeknd,Playboi Carti,Madonna",Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series
Travis Scott,goosebumps
"Trippie Redd,Playboi Carti",Miss The Rage (feat. Playboi Carti)
"Tyga,Offset",Taste (feat. Offset)
USHER,Good Kisser - Disclosure Remix
"USHER,Alicia Keys",My Boo
"USHER,Lil Jon,Ludacris",Yeah!
Vince Staples,Big Fish
Wiz Khalifa,Taylor
"Wiz Khalifa,Charlie Puth",See You Again (feat. Charlie Puth)
"Wiz Khalifa,Empire of the Sun",The Thrill
Wu-Tang Clan,Rules
"Wu-Tang Clan,Del The Funky Homosapien,Aesop Rock",Preservation
"Wu-Tang Clan,Inspectah Deck,Raekwon,Method Man,Masta Killa,RZA,Ghostface Killah,U-God,Cappadonna,GZA","Protect Ya Neck (The Jump Off) (feat. Inspectah Deck, Raekwon, Method Man, Masta Killa, RZA, Ghostface Killah, U-God, Cappadonna & GZA)"
"Wu-Tang Clan,RZA,Method Man,Ghostface Killah,Raekwon,U-God","Gravel Pit (feat. RZA, Method Man, Ghostface Killah, Raekwon & U-God)"
XXXTENTACION,vice city
"YG,Jeezy,Rich Homie Quan",My Nigga
