Artist,Song
"Mr FijiWiji,MERŌN",Believe Her (feat. Meron Ryan)
NERO,Me & You - Original Mix
"Ookay,Fox Stevenson",Lighthouse
"Pixl,Q'Aila",Here For You (feat. Q'AILA)
Porter Robinson,Unison
"Priority One,Fox Stevenson,Two Thirds",City Needs Sleep - Fox Stevenson Remix
Rob Gasser,Happy
Rob Gasser,Taking Over (ft. Miyoki)
"Rob Gasser,Laura Brehm",Vertigo
"SHINee,Fox Stevenso,Fox Stevenson",Don't Call Me - Fox Stevenson Remix
"Skrillex,Kendrick Lamar",HUMBLE. - SKRILLEX REMIX
"Skrillex,Noisia,josh pan,Dylan Brady","Supersonic (My Existence) [with Noisia, josh pan & Dylan Brady]"
"Skrillex,Swae Lee,Siiickbrain",Too Bizarre (with Swae Lee & Siiickbrain)
"Stephen Walking,Hyper Potions",Saturday Morning Space Ride
"Stonebank,EMEL",Stronger
The Glitch Mob,Animus Vox
Tristam,Once Again
"Tristam,Braken",Flight
Uppermost,Angels
Uppermost,Flashback
Uppermost,Imagine Reality
WRLD,By Design
Wolfgang Gartner,Ching Ching
Wolfgang Gartner,Wolfgang's 5th Symphony
"ZHU,NERO",Dreams
"Zedd,Alessia Cara",Stay (with Alessia Cara)
"Zedd,Foxes",Clarity
"Zedd,Hayley Williams",Stay The Night - Featuring Hayley Williams Of Paramore
"Zedd,Maren Morris,Grey",The Middle
deadmau5,4ware
deadmau5,Closer
deadmau5,Everything Before
deadmau5,HR 8938 Cephei - Original Mix
deadmau5,Moar Ghosts 'n' Stuff
deadmau5,Sofi Needs A Ladder
deadmau5,Strobe - Club Edit
"deadmau5,Chris James",The Veldt - 8 Minute Edit
"deadmau5,Eric Prydz,Chris James",The Veldt (deadmau5 Vs. Eric Prydz Edit)
"deadmau5,Kaskade",I Remember
"deadmau5,Kaskade,J Majik,Wickaman",I Remember - J Majik & Wickaman Remix
"deadmau5,Kiesza",Bridged By A Lightwave
"deadmau5,Rob Swire",Monophobia
"deadmau5,Rob Swire",Monophobia - Extended Mix
"deadmau5,Wolfgang Gartner",Animal Rights
