Artist,Song
Dizzy Mizz Lizzy,The Middle
Dizzy Mizz Lizzy,Thorn in My Pride - 2010 Digital Remaster
Dizzy Mizz Lizzy,Two of You - 2010 Digital Remaster
Dizzy Mizz Lizzy,Waterline - 2010 - Remaster
Dorothy,Kiss It
Dorothy,Shelter
"Dua Lipa,Young Franco",IDGAF - Young Franco Remix
Eluveitie,The Call of the Mountains
"Elvis Presley,JXL",A Little Less Conversation - JXL Radio Edit Remix
Eminem,Without Me
"Eminem,Rihanna",The Monster
Enya,Orinoco Flow
Eric B. & Rakim,Don't Sweat The Technique
Evanescence,Disappear
Evanescence,Lost In Paradise
Fall Out Boy,"Dance, Dance"
Fatboy Slim,Praise You - Radio Edit
Fergie,Big Girls Don't Cry (Personal)
"Fifth Harmony,Ty Dolla $ign",Work from Home (feat. Ty Dolla $ign)
Fingathing,Walk in Space
Fleetwood Mac,Everywhere
"Fort Minor,Bobo,Styles Of Beyond",Believe Me (feat. Bobo & Styles of Beyond)
Foster The People,Houdini
Fox Stevenson,Comeback
Frankie Valli,Grease
"G-Eazy,Bebe Rexha","Me, Myself & I"
GIMS,Brisé - Pilule bleue
Gang Starr,Who's Gonna Take The Weight?
Genesis,I Can't Dance - Remastered 2007
George Benson,Give Me the Night
George Duke,Reach Out
Gesaffelstein,Pursuit
Gesaffelstein,Viol - Original Mix
Gnome,Ambrosius
Good Charlotte,Lifestyles of the Rich & Famous
Guano Apes,Open Your Eyes
Halvorsen,Band-Aid
Harske Hubbi,Hubbis Buggi
INXS,Need You Tonight
Ice Cube,No Vaseline
"Iggy Azalea,Jennifer Hudson",Trouble
In Flames,Crawling Through Knives
In Flames,Only for the Weak
"Infected Mushroom,Ninet Tayeb",Black Velvet
Infernal,Weightless
Isolate.exe,Crystals - Sped Up
Jamelia,Superstar
James Brown,Get Up I Feel Like Being A Sex Machine - Pt. 1 / Single Version
James Brown,Sexmachine (Part 1 And 2)
James Horner,Alicia Discovers Nash's Dark World - A Beautiful Mind/Soundtrack Version
"James Morrison,Nelly Furtado",Broken Strings
"Janelle Monáe,Erykah Badu",Q.U.E.E.N. (feat. Erykah Badu)
Jason Derulo,Kiss the Sky
Jason Hayes,Dun Morogh
Jefferson Airplane,White Rabbit
Jerry Reed,Amos Moses
Jess Glynne,My Love - Acoustic
Jimi Hendrix,All Along the Watchtower
Jimi Hendrix,Purple Haze
John Parr,St Elmo's Fire (Anniversary Edition)
"Jonas Blue,Dakota",Fast Car
"Joseph Williams,Sally Dworsky,Nathan Lane,Ernie Sabella,Kristle Edwards",Can You Feel the Love Tonight
Justice,Civilization
Justice,D.A.N.C.E.
"Justice,Logic",D.A.N.C.E. - Logic Reprise
"Justin Caruso,Victoria Zaro",Talk About Me (feat. Victoria Zaro)
Justin Timberlake,CAN'T STOP THE FEELING! (from DreamWorks Animation's TROLLS)
Justin Timberlake,Like I Love You
"Justin Timberlake,Paul Oakenfold",Rock Your Body - Paul Oakenfold Mix
KAYTRANADA,Scared To Death
"KAYTRANADA,Charlotte Day Wilson",What You Need
"KAYTRANADA,Durand Bernarr",Freefall
"KAYTRANADA,GoldLink,Ari PenSmith,Eight9FLY",Vex Oh (feat. Eight9FLY)
"KAYTRANADA,H.E.R.",Intimidated (feat. H.E.R.)
"KAYTRANADA,Kali Uchis",10%
"KAYTRANADA,Mach-Hommy",$payforhaiti (feat. Mach-Hommy)
"KAYTRANADA,Shay Lia",CHANCES
"KAYTRANADA,Thundercat",Be Careful (feat. Thundercat)
"KAYTRANADA,Tinashe",The Worst In Me
"KSHMR,Mike Waters",My Best Life (feat. Mike Waters)
Kajagoogoo,Too Shy
Kanye West,All Of The Lights (Interlude)
"Kanye West,JAY-Z,Big Sean",Clique
Kate Bush,Running Up That Hill (A Deal With God)
Katrina & The Waves,Walking On Sunshine
Kavinsky,Blizzard
Kelis,Trick Me
Kiiara,Gold
Kool & The Gang,Get Down On It - Single Version
Kool & The Gang,Hollywood Swinging
Kool & The Gang,Jungle Boogie
Kool & The Gang,Ladies Night - Single Version
Korn,Twisted Transistor
LL COOL J,Phenomenon
Lamin,"Gode Dage, Gode Drinks"
Lana Del Rey,Cola
Lana Del Rey,Summertime Sadness
Laura Branigan,Self Control
Le Youth,C O O L - Radio Edit
Led Zeppelin,Immigrant Song - Remaster
Lemaitre,Splitting Colors
"Lil Dicky,Brendon Urie",Molly (feat. Brendon Urie of Panic at the Disco)
Linkin Park,Crawling
Linkin Park,Easier to Run
Linkin Park,Easier to Run - Live LP Underground Tour 2003
Linkin Park,Forgotten
Linkin Park,Halo - Unreleased Demo 2002
Linkin Park,In the End
Linkin Park,Lost
Linkin Park,Numb
Linkin Park,Resolution
Linkin Park,Rhinocerous - 2002 Demo
Linkin Park,Runaway
Lionel Richie,All Night Long (All Night) - Single Version
Living In A Box,Living In A Box
Logic,Like Woah
Logic,Now
Logic,Run It
"Lou Phelps,KAYTRANADA,Jazz Cartier",Come Inside (Kaytranada Edit)
Lucy Pearl,Don't Mess With My Man
Machinae Supremacy,Rise
Madonna,Frozen
Madonna,Like a Prayer
"Madonna,Justin Timberlake,Timbaland",4 Minutes (feat. Justin Timberlake & Timbaland)
"Major Lazer,Nyla,Fuse ODG",Light It Up (feat. Nyla & Fuse ODG) - Remix
"Major Lazer,PARTYNEXTDOOR,Nicki Minaj",Run Up (feat. PARTYNEXTDOOR & Nicki Minaj)
Mako,North Dakota
"Martin Garrix,Macklemore,Fall Out Boy",Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)
"Martin Jensen,Bjørnskov",Miracles (feat. Bjørnskov)
Marvelous Mosell,Antikommerciel Masseappel
"Marvin Divine,Veronica King",Back Again
Mase,Feel so Good
Maximum Love,Black Magic
Maximum Love,Dead to Me
Maximum Love,Starfields
"Meghan Trainor,John Legend",Like I'm Gonna Lose You (feat. John Legend)
Men At Work,Down Under
Metallica,Fade To Black - Remastered
Metallica,Fuel
Metallica,Master Of Puppets
Metallica,One
Michael Franti & Spearhead,Rock the Nation (Radio Edit)
Michael Jackson,Bad
Michael Jackson,Black or White - Remastered Version
Michael Jackson,Remember the Time
Michael Jackson,Rock with You - Single Version
Modern Talking,Brother Louie
Modern Talking,Cheri Cheri Lady
"Mura Masa,Nao",Firefly
Natasha Bedingfield,Pocketful of Sunshine
"Nelly Furtado,Timbaland",Promiscuous
"Nephew,Marie Key",Gå Med Dig
Nice & Smooth,Sometimes I Rhyme Slow
Nickelback,Bottoms Up
Nickelback,Just For
Nickelback,Kiss It Goodbye
Nirvana,All Apologies
Nirvana,Dumb
Nirvana,Pennyroyal Tea
Nirvana,Rape Me
Nirvana,Something In The Way
Outkast,Roses
Owl Vision,Lightshy - Original Mix
"Pala Chrome,Raptures.,Crustacean",You - Raptures & Crustacean Remix
Parliament,Flashlight
Parliament,Give Up The Funk (Tear The Roof Off The Sucker)
Parov Stelar,Booty Swing
Particle,Fall 2 Fast
Passion Pit,Sleepyhead
Patrice Rushen,Forget Me Nots - Remastered
Pearl Jam,Even Flow
Pet Shop Boys,West End Girls
Phil Collins,Two Worlds - Phil Version
Pillar,Frontline
Private,My Secret Lover
Professor Kliq,Seventeen
Professor Kliq,Wire & Flashing Lights
Queen,Another One Bites The Dust - Remastered 2011
Queen,I Want To Break Free - Single Remix
Queen,Radio Ga Ga - Remastered 2011
"Queen,David Bowie",Under Pressure - Remastered 2011
Rage Against The Machine,Freedom
Rage Against The Machine,In My Eyes
Rage Against The Machine,Vietnow
Ramin Djawadi,Main Title Theme - Westworld
Ramin Djawadi,Main Title Theme – Westworld
Ramin Djawadi,The Stray
Rick Astley,Never Gonna Give You Up
Rihanna,Needed Me
Rise Against,Help Is On The Way
Rise Against,Savior
Rob Base & DJ EZ Rock,It Takes Two
"Robin Schulz,Akon",Heatwave (feat. Akon)
Rod Stewart,Da Ya Think I'm Sexy?
Rollo & King,Der står et billede af dig på mit bord
Rollo & King,Ved du hvad hun sagde?
Royal Blood,Come on Over
Royal Blood,Figure It Out
Royal Blood,Trouble’s Coming
Royal Blood,Typhoons
S Club 7,Bring It All Back
SLAVES,Back to the Roots
"SLAVES,Spencer Chamberlain",Who Saves the Savior
SUICIDAL-IDOL,ecstacy (slowed)
Salt-N-Pepa,Let's Talk About Sex
Sandy Marton,Camel by Camel - Mix Vocal
Saveus,Everchanging
Saveus,Himalaya
"Seekae,Flume",Test & Recognise - Flume Re-work
"Seinabo Sey,Kygo",Younger - Kygo Remix
Sevendust,Licking Crème
Shakira,"Whenever, Wherever"
Silver Pozzoli,Around My Dream
Simple Minds,Don't You (Forget About Me)
"Snakehips,ZAYN",Cruel (feat. ZAYN)
"Snoop Dogg,Charlie Wilson,Justin Timberlake",Signs
Soil,Halo
Soundgarden,Black Hole Sun
"Speaker Of The House,Melody Noel",When I'm Gone
Spice Girls,Say You'll Be There
Spice Girls,Wannabe
Spoken,Through It All
"Stephen Walking,Hyper Potions",Saturday Morning Space Ride
Steppenwolf,Magic Carpet Ride
Stevie Nicks,Edge of Seventeen - 2016 Remaster
Stevie Wonder,Do I Do
Stevie Wonder,For Once In My Life
Stevie Wonder,I Wish
Stevie Wonder,"Signed, Sealed, Delivered (I'm Yours)"
Stevie Wonder,Sir Duke
Stig Rossen,To Liv
"Stig Rossen,Kor - Mulan",Rigtige mænd
Styles Of Beyond,Nine Thou (Grant Mohrman Superstars Remix)
Survivor,Eye of the Tiger
Suspekt,Først Var De Bange
Suspekt,Ingen Slukker 1 Star
Suspekt,Kender Du Typen
Suspekt,Klam Fyr
Suspekt,Numero UNO
Suspekt,Søn Af En Pistol
"Syn Cole,Miss Buttons,Kygo",Miami 82 - Kygo Remix
System Of A Down,Lonely Day
TOOL,4°
TOOL,Jambi
TOOL,Opiate²
TOOL,Pneuma
TOOL,Prison Sex
TOOL,Rosetta Stoned
TOOL,Schism
TOOL,The Patient
TOOL,The Pot
TOOL,Third Eye
TOOL,Triad
TOOL,Vicarious
Tate McRae,greedy
Tears For Fears,Everybody Wants To Rule The World
"Tha Dogg Pound,Dr. Dre",What Would U Do?
The Calling,Wherever You Will Go
The Clash,Should I Stay or Should I Go - Remastered
The Doors,The End
"The Game,Diddy",Standing On Ferraris - feat. Diddy
The Hunting Project,Fade to Gray
The J. Geils Band,Centerfold
The Jacksons,Blame It on the Boogie
The Midnight,Vampires
The Pointer Sisters,Automatic - 12 Special Remix
The Pussycat Dolls,I Hate This Part
"The Roots,Cody Chesnutt",The Seed (2.0)
The Sugarhill Gang,Rapper's Delight
The Weeknd,Can't Feel My Face
The Weeknd,Wicked Games
"The Weeknd,KAYTRANADA",Out of Time - KAYTRANADA Remix
The Yellow Subs,Yellow Submarine
Thundercat,Friend Zone
"Timbaland,Justin Timberlake,Nelly Furtado",Give It To Me
"Timbaland,Keri Hilson,D.O.E.",The Way I Are
Timo Maas,To Get Down - Radio Mix
Tina Dickow,Count To Ten
Tina Dickow,Midt Om Natten
Tina Dickow,You Wanna Teach Me To Dance?
Touch Sensitive,Pizza Guy
Tove Lo,disco tits
"Tove Lo,Oliver",Disco Tits - Oliver Remix
Tremonti,As the Silence Becomes Me
Tremonti,Cauterize
Tremonti,Found
Tremonti,Gone
Tremonti,Leave It Alone
Tremonti,The First the Last
"Tungevaag,Raaban,Emila",Samsara (feat. Emila)
Twisted Sister,I Wanna Rock (Remastered Album Version)
U2,With Or Without You
USHER,Good Kisser - Disclosure Remix
"USHER,Lil Jon,Ludacris",Yeah!
Vicetone,Anywhere I Go
Vitamin String Quartet,Something I Can Never Have
Volbeat,Caroline Leaving
Walter Murphy,A Fifth Of Beethoven - 2007 Remastered Version Saturday Night Fever
Wham!,Last Christmas - Single Version
Wild Cherry,Play That Funky Music
Will Smith,Men In Black - From Men In Black Soundtrack
Will Smith,Miami
"Will Smith,Dru Hill,Kool Moe Dee",Wild Wild West - Album Version - No Intro
Years & Years,All For You
Years & Years,Karma
Years & Years,Shine
"Young Franco,Pell",Juice
"Zedd,Maren Morris,Grey",The Middle
blink-182,I Miss You
zebrahead,Falling Apart
